label,model,EbN0_dB,blocks,block_errors,BLER,BLER_CI95_low,BLER_CI95_high,bit_errors_info,BER,avg_iterations,avg_iteration_se,avg_success_iterations,max_iterations_observed,fraction_reaching_max_iterations,undetected_errors,syndrome_pass_count,convergence_failures,channel_saturation_count,channel_quantizer_clip_count,app_init_saturation_count,q_sub_saturation_count,min_input_clip_count,check_magnitude_clip_count,app_add_saturation_count,app_update_saturation_count,saturation_block_fraction,saturation_events_per_block,saturation_error_blocks,saturation_clean_blocks,saturation_error_events,saturation_clean_events,expected_core_cycles,worst_configured_core_cycles,stage,profile,candidate,config_id,w_CH,w_APP,w_q,w_M,channel_gain,ch_to_app_shift,beta,beta_equiv,clip_fraction_at_4p4,layer_order,requested_stop_errors,requested_stop_blocks,requested_stop_completed,iteration_boundary_cycles
G_ch6_app9_q9_m7_g1.821_s2_b2,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8168,0.0604285038,6.937500,0.503891,6.600000,12,0.062500,0,15,1,8115,8115,0,937,701373,701373,166973,166973,1.000000,54837.375000,1,15,140889,736509,492.562,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s2_b2,6,9,9,7,1.821,2,2,0.274574,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s2_b3,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,6.750000,0.381881,6.750000,10,0.000000,0,16,0,8115,8115,0,658,631615,631615,154507,154507,1.000000,49680.937500,0,16,0,794895,479.250,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s2_b3,6,9,9,7,1.821,2,3,0.411862,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s2_b4,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8111,0.0600068063,7.500000,0.456435,7.200000,12,0.062500,0,15,1,8115,8115,0,475,661538,661538,143360,143360,1.000000,50843.000000,1,15,135791,677697,532.500,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s2_b4,6,9,9,7,1.821,2,4,0.549149,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s2_b5,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8115,0.0600363991,8.375000,0.473242,8.133333,12,0.062500,0,15,1,8115,8115,0,320,587194,587194,93076,93076,1.000000,43044.062500,1,15,130527,558178,594.625,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s2_b5,6,9,9,7,1.821,2,5,0.686436,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s2_b6,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,250,0.0018495502,10.312500,0.405368,9.545455,12,0.375000,0,11,5,8115,8115,0,187,567793,567793,99808,99808,1.000000,42243.937500,4,12,65865,610038,732.188,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s2_b6,6,9,9,7,1.821,2,6,0.823723,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.012_s2_b0,fixed,4.4,16,3,0.18750000,0.06591599,0.43008881,489,0.0036177202,8.500000,0.584523,7.692308,12,0.250000,0,13,3,15997,15997,0,2267,1080661,1080661,196168,196168,1.000000,80943.312500,3,13,169450,1125643,603.500,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.012_s2_b0,6,9,9,7,2.012,2,0,0.000000,0.100048,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.012_s2_b1,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,7958,0.0588748816,7.625000,0.590727,7.333333,12,0.125000,0,15,1,15997,15997,0,2756,1031810,1031810,278138,278138,1.000000,83043.812500,1,15,146796,1181905,541.375,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.012_s2_b1,6,9,9,7,2.012,2,1,0.124254,0.100048,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.012_s2_b2,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8133,0.0601695668,6.875000,0.490535,6.533333,12,0.062500,0,15,1,15997,15997,0,1462,841825,841825,187460,187460,1.000000,65421.500000,1,15,145095,901649,488.125,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.012_s2_b2,6,9,9,7,2.012,2,2,0.248509,0.100048,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.012_s2_b3,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8160,0.0603693182,7.062500,0.451560,6.733333,12,0.062500,0,15,1,15997,15997,0,1553,881778,881778,252319,252319,1.000000,71977.937500,1,15,145535,1006112,501.438,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.012_s2_b3,6,9,9,7,2.012,2,3,0.372763,0.100048,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.012_s2_b4,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,7.000000,0.329140,7.000000,10,0.000000,0,16,0,15997,15997,0,903,833769,833769,219490,219490,1.000000,66884.937500,0,16,0,1070159,497.000,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.012_s2_b4,6,9,9,7,2.012,2,4,0.497018,0.100048,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.012_s2_b5,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8066,0.0596738873,7.812500,0.458428,7.533333,12,0.062500,0,15,1,15997,15997,0,507,781066,781066,139810,139810,1.000000,58586.250000,1,15,140149,797231,554.688,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.012_s2_b5,6,9,9,7,2.012,2,5,0.621272,0.100048,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.012_s2_b6,fixed,4.4,16,3,0.18750000,0.06591599,0.43008881,8110,0.0599994081,9.187500,0.518160,8.538462,12,0.312500,0,13,3,15997,15997,0,387,812666,812666,118527,118527,1.000000,59223.562500,3,13,244861,702716,652.312,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.012_s2_b6,6,9,9,7,2.012,2,6,0.745527,0.100048,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.012_s2_b7,fixed,4.4,16,6,0.37500000,0.18481233,0.61358959,442,0.0032700047,10.937500,0.335022,10.300000,12,0.500000,0,10,6,15997,15997,0,94,681730,681730,66422,66422,1.000000,47765.187500,6,10,228168,536075,776.562,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.012_s2_b7,6,9,9,7,2.012,2,7,0.869781,0.100048,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.311_s2_b0,fixed,4.4,16,5,0.31250000,0.14164644,0.55595644,8558,0.0633138021,8.687500,0.637173,7.181818,12,0.312500,0,11,5,31902,31902,0,5671,1431994,1431994,290867,290867,1.000000,110027.125000,5,11,562722,1197712,616.812,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.311_s2_b0,6,9,9,7,2.311,2,0,0.000000,0.199943,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.311_s2_b1,fixed,4.4,16,2,0.12500000,0.03497749,0.36022827,7707,0.0570179332,7.500000,0.598609,6.857143,12,0.125000,0,14,2,31902,31902,0,4269,1194213,1194213,269929,269929,1.000000,93769.562500,2,14,256653,1243660,532.500,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.311_s2_b1,6,9,9,7,2.311,2,1,0.108178,0.199943,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.311_s2_b2,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8082,0.0597922585,7.000000,0.516398,6.666667,12,0.062500,0,15,1,31902,31902,0,2987,1103012,1103012,250527,250527,1.000000,86776.750000,1,15,161850,1226578,497.000,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.311_s2_b2,6,9,9,7,2.311,2,2,0.216357,0.199943,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.311_s2_b3,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8207,0.0607170336,6.875000,0.464354,6.533333,12,0.062500,0,15,1,31902,31902,0,2826,1049694,1049694,272859,272859,1.000000,84830.062500,1,15,159396,1197885,488.125,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.311_s2_b3,6,9,9,7,2.311,2,3,0.324535,0.199943,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.311_s2_b4,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8018,0.0593187737,6.937500,0.451560,6.600000,12,0.062500,0,15,1,31902,31902,0,1687,1018332,1018332,231225,231225,1.000000,80196.625000,1,15,149944,1133202,492.562,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.311_s2_b4,6,9,9,7,2.311,2,4,0.432713,0.199943,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.311_s2_b5,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,7.062500,0.347236,7.062500,10,0.000000,0,16,0,31902,31902,0,1594,996381,996381,238862,238862,1.000000,79296.187500,0,16,0,1268739,501.438,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.311_s2_b5,6,9,9,7,2.311,2,5,0.540891,0.199943,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.311_s2_b6,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8121,0.0600807884,7.937500,0.451560,7.666667,12,0.062500,0,15,1,31902,31902,0,857,1014744,1014744,177937,177937,1.000000,76590.000000,1,15,154723,1070717,563.562,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.311_s2_b6,6,9,9,7,2.311,2,6,0.649070,0.199943,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.311_s2_b7,fixed,4.4,16,2,0.12500000,0.03497749,0.36022827,39,0.0002885298,9.250000,0.469929,8.857143,12,0.250000,0,14,2,31902,31902,0,746,1100440,1100440,175845,175845,1.000000,81808.312500,2,14,140527,1168406,656.750,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.311_s2_b7,6,9,9,7,2.311,2,7,0.757248,0.199943,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.32_s3_b0,fixed,4.4,16,10,0.62500000,0.38641041,0.81518767,38956,0.2882043087,10.062500,0.679882,6.833333,12,0.625000,0,6,10,170,170,0,15925,2163173,2163173,370530,370530,1.000000,159362.375000,10,6,1727639,822159,714.438,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.32_s3_b0,6,9,9,7,1.32,3,0,0.000000,0.001000,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.32_s3_b1,fixed,4.4,16,5,0.31250000,0.14164644,0.55595644,14281,0.1056537050,8.312500,0.722950,6.636364,12,0.312500,0,11,5,170,170,0,16856,1885644,1885644,381608,381608,1.000000,142767.375000,5,11,884418,1399860,590.188,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.32_s3_b1,6,9,9,7,1.32,3,1,0.094697,0.001000,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.32_s3_b2,fixed,4.4,16,2,0.12500000,0.03497749,0.36022827,15841,0.1171948982,7.312500,0.589624,6.642857,12,0.125000,0,14,2,170,170,0,14569,1710646,1710646,387155,387155,1.000000,132033.750000,2,14,407406,1705134,519.188,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.32_s3_b2,6,9,9,7,1.32,3,2,0.189394,0.001000,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.32_s3_b3,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8157,0.0603471236,6.875000,0.481966,6.533333,12,0.062500,0,15,1,170,170,0,11578,1590544,1590544,380397,380397,1.000000,123918.062500,1,15,190131,1792558,488.125,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.32_s3_b3,6,9,9,7,1.32,3,3,0.284091,0.001000,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.32_s3_b4,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8099,0.0599180279,6.812500,0.467429,6.466667,12,0.062500,0,15,1,170,170,0,8216,1552288,1552288,338853,338853,1.000000,118720.437500,1,15,181693,1717834,483.688,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.32_s3_b4,6,9,9,7,1.32,3,4,0.378788,0.001000,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.32_s3_b5,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8114,0.0600290009,7.187500,0.439875,6.866667,12,0.062500,0,15,1,170,170,0,8274,1644804,1644804,409513,409513,1.000000,128922.562500,1,15,186237,1876524,510.312,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.32_s3_b5,6,9,9,7,1.32,3,5,0.473485,0.001000,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.32_s3_b6,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8156,0.0603397254,7.437500,0.456150,7.133333,12,0.062500,0,15,1,170,170,0,6013,1641165,1641165,335825,335825,1.000000,123948.312500,1,15,186874,1796299,528.062,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.32_s3_b6,6,9,9,7,1.32,3,6,0.568182,0.001000,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.32_s3_b7,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8144,0.0602509470,8.312500,0.505954,8.066667,12,0.062500,0,15,1,170,170,0,5346,1822447,1822447,357962,357962,1.000000,136620.312500,1,15,192851,1993074,590.188,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.32_s3_b7,6,9,9,7,1.32,3,7,0.662879,0.001000,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.32_s3_b8,fixed,4.4,16,5,0.31250000,0.14164644,0.55595644,8161,0.0603767164,9.312500,0.505954,8.090909,12,0.312500,0,11,5,170,170,0,2302,1952561,1952561,199136,199136,1.000000,134635.562500,5,11,811113,1343056,661.188,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.32_s3_b8,6,9,9,7,1.32,3,8,0.757576,0.001000,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s3_b0,fixed,4.4,16,13,0.81250000,0.56991119,0.93408401,34480,0.2550899621,10.750000,0.673919,5.333333,12,0.812500,0,3,13,1574,1574,0,32159,2527401,2527401,377038,377038,1.000000,183635.750000,13,3,2554933,383239,763.250,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s3_b0,6,9,9,7,1.542,3,0,0.000000,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s3_b1,fixed,4.4,16,7,0.43750000,0.23098652,0.66821444,25035,0.1852139560,9.187500,0.748436,7.000000,12,0.500000,0,9,7,1574,1574,0,38364,2327408,2327408,493038,493038,1.000000,178774.000000,7,9,1386018,1474366,652.312,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s3_b1,6,9,9,7,1.542,3,1,0.081064,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s3_b2,fixed,4.4,16,3,0.18750000,0.06591599,0.43008881,20497,0.1516409209,7.625000,0.670044,6.615385,12,0.187500,0,13,3,1574,1574,0,32751,2042251,2042251,487698,487698,1.000000,160267.125000,3,13,625231,1939043,541.375,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s3_b2,6,9,9,7,1.542,3,2,0.162127,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s3_b3,fixed,4.4,16,3,0.18750000,0.06591599,0.43008881,22953,0.1698109020,7.250000,0.635741,6.153846,12,0.187500,0,13,3,1574,1574,0,29765,1964835,1964835,510277,510277,1.000000,156653.187500,3,13,668253,1838198,514.750,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s3_b3,6,9,9,7,1.542,3,3,0.243191,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s3_b4,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8152,0.0603101326,6.875000,0.446047,6.533333,12,0.062500,0,15,1,1574,1574,0,23710,1930386,1930386,514943,514943,1.000000,154413.312500,1,15,204514,2266099,488.125,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s3_b4,6,9,9,7,1.542,3,4,0.324254,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s3_b5,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8138,0.0602065578,6.812500,0.458428,6.466667,12,0.062500,0,15,1,1574,1574,0,20821,1858307,1858307,454892,454892,1.000000,145974.625000,1,15,200732,2134862,483.688,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s3_b5,6,9,9,7,1.542,3,5,0.405318,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s3_b6,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8052,0.0595703125,7.125000,0.473242,6.800000,12,0.062500,0,15,1,1574,1574,0,18237,1958117,1958117,495179,495179,1.000000,154569.187500,1,15,203659,2269448,505.875,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s3_b6,6,9,9,7,1.542,3,6,0.486381,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s3_b7,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8046,0.0595259233,7.562500,0.474067,7.266667,12,0.062500,0,15,1,1574,1574,0,16681,2070655,2070655,516764,516764,1.000000,162854.625000,1,15,208911,2396763,536.938,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s3_b7,6,9,9,7,1.542,3,7,0.567445,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s3_b8,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8007,0.0592373935,8.187500,0.501820,7.933333,12,0.062500,0,15,1,1574,1574,0,11524,2268245,2268245,487379,487379,1.000000,173045.125000,1,15,225605,2543117,581.312,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s3_b8,6,9,9,7,1.542,3,8,0.648508,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s3_b9,fixed,4.4,16,2,0.12500000,0.03497749,0.36022827,8108,0.0599846117,9.000000,0.491596,8.571429,12,0.187500,0,14,2,1574,1574,0,11510,2421953,2421953,493543,493543,1.000000,183036.250000,2,14,433862,2494718,639.000,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s3_b9,6,9,9,7,1.542,3,9,0.729572,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s3_b10,fixed,4.4,16,5,0.31250000,0.14164644,0.55595644,7799,0.0576985677,9.937500,0.432712,9.000000,12,0.312500,0,11,5,1574,1574,0,8239,2586140,2586140,382402,382402,1.000000,186147.187500,5,11,979474,1998881,705.562,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s3_b10,6,9,9,7,1.542,3,10,0.810636,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s3_b0,fixed,4.4,16,16,1.00000000,0.80639232,1.00000000,28402,0.2101236979,12.000000,0.000000,0.000000,12,1.000000,0,0,16,8115,8115,0,56472,2708678,2708678,398751,398751,1.000000,198251.000000,16,0,3172016,0,852.000,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s3_b0,6,9,9,7,1.821,3,0,0.000000,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s3_b2,fixed,4.4,16,12,0.75000000,0.50501683,0.89817933,52221,0.3863414418,10.437500,0.701004,5.750000,12,0.750000,0,4,12,8115,8115,0,63191,2411377,2411377,570116,570116,1.000000,190799.937500,12,4,2428251,624548,741.062,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s3_b2,6,9,9,7,1.821,3,2,0.137287,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s3_b3,fixed,4.4,16,9,0.56250000,0.33178556,0.76901348,49917,0.3692959872,9.312500,0.804771,5.857143,12,0.562500,0,7,9,8115,8115,0,59913,2326643,2326643,615157,615157,1.000000,188114.250000,9,7,1895293,1114535,661.188,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s3_b3,6,9,9,7,1.821,3,3,0.205931,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s3_b4,fixed,4.4,16,7,0.43750000,0.23098652,0.66821444,43306,0.3203864820,8.500000,0.816497,5.777778,12,0.437500,0,9,7,8115,8115,0,50936,2238873,2238873,621502,621502,1.000000,182464.125000,7,9,1497791,1421635,603.500,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s3_b4,6,9,9,7,1.821,3,4,0.274574,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s3_b5,fixed,4.4,16,6,0.37500000,0.18481233,0.61358959,43065,0.3186035156,8.125000,0.795168,5.800000,12,0.375000,0,10,6,8115,8115,0,48258,2217646,2217646,639125,639125,1.000000,182071.500000,6,10,1347430,1565714,576.875,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s3_b5,6,9,9,7,1.821,3,5,0.343218,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s3_b6,fixed,4.4,16,5,0.31250000,0.14164644,0.55595644,35680,0.2639678030,7.875000,0.746520,6.000000,12,0.312500,0,11,5,8115,8115,0,42557,2246650,2246650,651959,651959,1.000000,184330.062500,5,11,1164256,1785025,559.125,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s3_b6,6,9,9,7,1.821,3,6,0.411862,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s3_b7,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,7924,0.0586233428,7.125000,0.446047,6.800000,12,0.062500,0,15,1,8115,8115,0,39044,2254465,2254465,678837,678837,1.000000,186278.812500,1,15,216673,2763788,505.875,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s3_b7,6,9,9,7,1.821,3,7,0.480505,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s3_b8,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,7958,0.0588748816,7.500000,0.456435,7.200000,12,0.062500,0,15,1,8115,8115,0,29282,2404304,2404304,681584,681584,1.000000,195205.312500,1,15,226426,2896859,532.500,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s3_b8,6,9,9,7,1.821,3,8,0.549149,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s3_b9,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,7907,0.0584975734,7.687500,0.453861,7.400000,12,0.062500,0,15,1,8115,8115,0,29779,2407209,2407209,642148,642148,1.000000,192953.187500,1,15,232909,2854342,545.812,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s3_b9,6,9,9,7,1.821,3,9,0.617792,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s3_b10,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,7960,0.0588896780,8.375000,0.473242,8.133333,12,0.062500,0,15,1,8115,8115,0,27238,2631539,2631539,662960,662960,1.000000,208115.750000,1,15,244297,3085555,594.625,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s3_b10,6,9,9,7,1.821,3,10,0.686436,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s3_b11,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,7948,0.0588008996,9.375000,0.490535,8.500000,12,0.312500,0,12,4,8115,8115,0,25007,2931521,2931521,661389,661389,1.000000,226627.000000,4,12,1054636,2571396,665.625,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s3_b11,6,9,9,7,1.821,3,11,0.755080,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.012_s3_b0,fixed,4.4,16,16,1.00000000,0.80639232,1.00000000,15806,0.1169359612,12.000000,0.000000,0.000000,12,1.000000,0,0,16,15997,15997,0,67621,2749960,2749960,364908,364908,1.000000,199905.375000,16,0,3198486,0,852.000,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.012_s3_b0,6,9,9,7,2.012,3,0,0.000000,0.100048,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.012_s3_b2,fixed,4.4,16,13,0.81250000,0.56991119,0.93408401,31121,0.2302394058,10.750000,0.673919,5.333333,12,0.812500,0,3,13,15997,15997,0,80038,2505426,2505426,561174,561174,1.000000,197664.687500,13,3,2698403,464232,763.250,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.012_s3_b2,6,9,9,7,2.012,3,2,0.124254,0.100048,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.012_s3_b3,fixed,4.4,16,13,0.81250000,0.56991119,0.93408401,49770,0.3682084517,10.750000,0.673919,5.333333,12,0.812500,0,3,13,15997,15997,0,78718,2409936,2409936,614748,614748,1.000000,194962.437500,13,3,2637239,482160,763.250,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.012_s3_b3,6,9,9,7,2.012,3,3,0.186382,0.100048,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.012_s3_b4,fixed,4.4,16,10,0.62500000,0.38641041,0.81518767,39484,0.2921105587,9.562500,0.821425,5.500000,12,0.625000,0,6,10,15997,15997,0,67161,2319823,2319823,615330,615330,1.000000,188644.437500,10,6,2049132,969179,678.938,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.012_s3_b4,6,9,9,7,2.012,3,4,0.248509,0.100048,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.012_s3_b5,fixed,4.4,16,9,0.56250000,0.33178556,0.76901348,52705,0.3899221709,9.187500,0.827742,5.571429,12,0.562500,0,7,9,15997,15997,0,68290,2357265,2357265,710315,710315,1.000000,196991.687500,9,7,1970064,1181803,652.312,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.012_s3_b5,6,9,9,7,2.012,3,5,0.310636,0.100048,0-2-1-3,200,16,True,71
